Food_Item,Category,Category_Detail,FDC_ID,Serving_Size,Protein_g_per_100g,Calories_per_100g,Fat_g_per_100g,Carbs_g_per_100g,Fiber_g_per_100g,Sugar_g_per_100g,Vitamin_A_RAE,Vitamin_C_mg,Vitamin_D_µg,Vitamin_B12_µg,Calcium_mg,Iron_mg,Magnesium_mg,Potassium_mg,Zinc_mg,Calories_per_gram_Protein
"Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, fat added",eggs,eggs,2707247,N/A,11.43,186.0,14.77,1.83,0.2,0,196.0,3.1,2.2,0.75,138.0,1.34,17.0,155.0,1.27,16.27
"Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, no added fat",eggs,eggs,2707248,N/A,12.02,153.0,10.88,1.92,0.2,0,185.0,3.3,2.3,0.79,144.0,1.4,18.0,162.0,1.34,12.73
"Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, NS as to fat",eggs,eggs,2707249,N/A,11.43,186.0,14.77,1.83,0.2,0,196.0,3.1,2.2,0.75,138.0,1.34,17.0,155.0,1.27,16.27
"Egg sandwich on English muffin, with ham",eggs,eggs,2707318,N/A,12.17,222.0,10.74,19.32,1.4,0,112.0,0.7,1.5,0.54,214.0,2.35,19.0,135.0,1.44,18.24
"Egg, whole, fried no added fat",eggs,eggs,2707156,N/A,12.36,143.0,9.93,0.96,0.0,0,179.0,0.0,2.5,0.81,48.0,1.66,11.0,132.0,1.24,11.57
"Egg salad, made with creamy dressing",eggs,eggs,2707186,N/A,10.17,212.0,17.68,2.12,0.0,0,120.0,0.0,1.8,0.91,45.0,1.0,9.0,113.0,0.86,20.85
"Egg salad, made with Italian dressing",eggs,eggs,2707188,N/A,10.02,172.0,12.74,3.38,0.0,0,118.0,0.1,1.7,0.88,42.0,0.99,9.0,117.0,0.84,17.17
"Egg salad, made with light mayonnaise",eggs,eggs,2707183,N/A,9.97,172.0,13.0,2.82,0.0,0,119.0,0.0,1.7,0.87,41.0,0.96,8.0,106.0,0.84,17.25
"Egg, white, cooked, fat added",eggs,eggs,2707171,N/A,9.99,100.0,5.72,2.21,0.0,0,26.0,0.0,0.1,0.07,7.0,0.08,10.0,153.0,0.03,10.01
"Egg, white, cooked, no added fat",eggs,eggs,2707170,N/A,10.67,52.0,0.0,2.35,0.0,0,0.0,0.0,0.0,0.07,7.0,0.08,11.0,163.0,0.03,4.87
"Egg, white, cooked, NS as to fat",eggs,eggs,2707169,N/A,9.99,100.0,5.72,2.21,0.0,0,26.0,0.0,0.1,0.07,7.0,0.08,10.0,153.0,0.03,10.01
"Egg, whole, baked, fat added",eggs,eggs,2707166,N/A,11.58,185.0,15.0,0.91,0.0,0,193.0,0.0,2.4,0.76,46.0,1.56,10.0,124.0,1.16,15.98
"Egg, whole, baked, no added fat",eggs,eggs,2707165,N/A,12.36,143.0,9.93,0.96,0.0,0,179.0,0.0,2.5,0.81,48.0,1.66,11.0,132.0,1.24,11.57
"Egg, whole, baked, NS as to fat",eggs,eggs,2707164,N/A,11.58,185.0,15.0,0.91,0.0,0,193.0,0.0,2.4,0.76,46.0,1.56,10.0,124.0,1.16,15.98
"Egg, whole, fried with cooking spray",eggs,eggs,2707161,N/A,12.24,149.0,10.61,1.15,0.0,0,178.0,0.0,2.5,0.81,48.0,1.65,11.0,130.0,1.22,12.17
"Egg, whole, fried, NS as to fat",eggs,eggs,2707155,N/A,11.58,185.0,15.0,0.91,0.0,0,193.0,0.0,2.4,0.76,46.0,1.56,10.0,124.0,1.16,15.98
"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, fat added",eggs,eggs,2707238,N/A,10.55,167.0,13.21,1.5,0.3,0,170.0,0.9,2.1,0.67,41.0,1.4,11.0,160.0,1.08,15.83
"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, no added fat",eggs,eggs,2707239,N/A,11.18,129.0,8.69,1.58,0.3,0,156.0,0.9,2.2,0.71,43.0,1.48,11.0,169.0,1.15,11.54
"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, NS as to fat",eggs,eggs,2707240,N/A,10.55,167.0,13.21,1.5,0.3,0,170.0,0.9,2.1,0.67,41.0,1.4,11.0,160.0,1.08,15.83
"Egg sandwich on biscuit, with bacon and cheese",eggs,eggs,2707327,N/A,12.98,315.0,20.42,19.63,1.1,0,109.0,0.0,1.3,0.55,164.0,1.87,17.0,168.0,1.31,24.27
"Egg sandwich on biscuit, with sausage and cheese",eggs,eggs,2707325,N/A,12.01,316.0,22.14,17.04,0.9,0,99.0,0.0,1.4,0.59,142.0,1.78,15.0,170.0,1.35,26.31
"Egg sandwich on English muffin, with bacon",eggs,eggs,2707317,N/A,14.08,255.0,13.72,18.64,1.4,0,108.0,0.7,1.4,0.61,206.0,2.31,21.0,161.0,1.58,18.11
"Egg sandwich on English muffin, with sausage",eggs,eggs,2707316,N/A,12.89,264.0,16.52,16.04,1.2,0,98.0,0.6,1.5,0.63,178.0,2.14,18.0,165.0,1.59,20.48
"Egg sandwich on wheat bread, with cheese",eggs,eggs,2707312,N/A,12.86,246.0,12.21,21.18,2.4,0,120.0,0.1,1.5,0.53,229.0,2.09,34.0,157.0,1.54,19.13
"Egg sandwich on white bread, with cheese",eggs,eggs,2707308,N/A,11.99,248.0,12.04,22.85,1.0,0,120.0,0.0,1.5,0.53,251.0,2.18,21.0,125.0,1.33,20.68
"Egg, white, raw, frozen, pasteurized",eggs,eggs,323697,N/A,10.1,201.0,0.16,0.74,0.0,0,0.0,0.0,0.0,0.0,9.0,0.18,10.6,130.0,0.02,19.9
"Egg, whole, raw, frozen, pasteurized",eggs,eggs,323604,N/A,12.3,150.0,10.3,0.91,0.0,0,0.0,0.0,2.3,0.0,55.0,1.77,11.2,117.0,1.2,12.2
"Egg, yolk, raw, frozen, pasteurized",eggs,eggs,329596,N/A,15.6,1240.0,25.1,0.59,0.0,0,0.0,0.0,5.8,0.0,119.0,4.13,11.2,102.0,2.93,79.49
"Livers, chicken, chopped, with eggs and onion",eggs,eggs,2706875,N/A,12.89,226.0,17.69,2.87,0.4,0,1741.0,13.9,1.0,7.45,20.0,5.26,15.0,170.0,1.93,17.53
